nom,brillance,masse,rayon,rayonOrbite,periodeOrbite,excentricite,type
Kepler-65 b,10.922,2.4,9046.82,0.035,0.006023272,0.03,Super Earth
Kepler-65 c,10.922,5.4,16079.53,0.068,0.01615332,0.02,Neptune-like
Kepler-65 d,10.922,4.14,9683.92,0.084,0.022176592,0.01,Super Earth
Kepler-65 e,10.922,260.76,86689.64,,0.70855576,0.28,Gas Giant
Kepler-660 b,15.559,7.13,16009.619,0.0759,0.025462013,0.0,Neptune-like
Kepler-661 b,16.016,9.64,19155.614,0.0585,0.016427105,0.0,Neptune-like
Kepler-662 b,15.598,5.39,13888.78,0.1408,0.059411366,0.0,Neptune-like
Kepler-663 b,15.881,7.27,16219.352,0.0559,0.0136892535,0.0,Neptune-like
Kepler-664 b,15.663,7.56,16568.907,0.0374,0.0068446267,0.0,Neptune-like
Kepler-665 b,15.612,7.27,16219.352,0.1148,0.043805614,0.0,Neptune-like
Kepler-666 b,15.422,6.35,14960.954,0.0542,0.0123203285,0.0,Neptune-like
Kepler-667 b,15.362,20.1,29502.442,0.2288,0.113347024,0.0,Neptune-like
Kepler-668 b,15.365,7.75,16848.551,0.0768,0.022997946,0.0,Neptune-like
Kepler-669 b,15.742,20.8,30131.641,0.0529,0.011225188,0.0,Neptune-like
Kepler-66 b,15.29,8.25,17477.75,0.1352,0.04873374,0.0,Neptune-like
Kepler-670 b,15.162,,82215.336,0.0383,0.007665982,0.0,Gas Giant
Kepler-671 b,15.491,7.7,16778.64,0.0503,0.011772759,0.0,Neptune-like
Kepler-672 b,15.513,6.8,15590.153,0.2163,0.105133474,0.0,Neptune-like
Kepler-673 b,15.592,34.8,40758.113,0.0455,0.010130048,0.0,Neptune-like
Kepler-674 b,15.569,3.5,10766.99,0.028,0.006023272,0.0,Super Earth
Kepler-675 b,15.605,6.53,15240.598,0.0325,0.0062970566,0.0,Neptune-like
Kepler-676 b,17.15,9.48,18945.881,0.0798,0.03175907,0.0,Neptune-like
Kepler-677 b,15.504,25.0,33557.28,0.067,0.018069815,0.0,Neptune-like
Kepler-678 b,15.161,23.1,32089.149,0.0732,0.019986311,0.0,Neptune-like
Kepler-679 b,15.771,9.32,18806.059,0.0983,0.03394935,0.0,Neptune-like
Kepler-67 b,16.172,8.96,18316.682,0.1171,0.04298426,0.0,Neptune-like
Kepler-680 b,15.321,6.44,15100.776,0.0469,0.010130048,0.0,Neptune-like
Kepler-681 b,15.584,9.69,19225.525,0.1635,0.07227926,0.0,Neptune-like
Kepler-682 b,15.556,42.612,46001.438,0.1058,0.034496922,0.0,Gas Giant
Kepler-683 b,15.072,4.54,12550.869999999999,0.0355,0.0068446267,0.0,Super Earth
Kepler-684 b,15.695,11.2,20973.3,0.064,0.018617386,0.0,Neptune-like
Kepler-685 b,15.186,78.864,65995.984,0.0265,0.0043805614,0.0,Gas Giant
Kepler-686 b,16.02,,75783.524,0.0258,0.0043805614,0.0,Gas Giant
Kepler-687 b,15.695,12.2,21952.054,0.1326,0.056125943,0.0,Neptune-like
Kepler-688 b,15.805,68.688,60892.481,0.046,0.010677618,0.0,Gas Giant
Kepler-689 b,15.938,8.7,18037.038,0.1449,0.061327856,0.0,Neptune-like
Kepler-68 b,10.077,7.65,14681.31,0.0617,0.014784395,0.0,Neptune-like
Kepler-68 c,10.077,2.04,5861.320000000001,0.09059,0.026283368,0.0,Super Earth
Kepler-68 d,10.077,267.14226,86689.64,1.4,1.7,0.11,Gas Giant
Kepler-690 b,15.701,29.6,37122.741,0.081,0.021081451,0.0,Neptune-like
Kepler-691 b,16.6,5.02,13315.39,0.0649,0.022176592,0.0,Super Earth
Kepler-692 b,15.676,9.85,19365.347,0.1495,0.059685145,0.0,Neptune-like
Kepler-693 b,16.7286,73.77600000000001,63479.188,0.1121,0.042162903,0.0,Gas Giant
Kepler-694 b,15.284,8.25,17477.75,0.0659,0.017522246,0.0,Neptune-like
Kepler-695 b,15.262,62.328,57466.842,0.0374,0.008213553,0.0,Gas Giant
Kepler-696 b,15.308,31.3,38311.228,0.0535,0.011498973,0.0,Neptune-like
Kepler-697 b,15.888,16.0,25727.248,0.0471,0.010130048,0.0,Neptune-like
Kepler-698 b,15.716,13.1,22930.808,0.1255,0.044626966,0.0,Neptune-like
Kepler-69 b,13.866,5.65,13982.2,0.094,0.037508555,0.16,Neptune-like
Kepler-69 c,13.866,3.57,10894.41,0.64,0.6639288,0.14,Super Earth
Kepler-6 b,13.286,212.424,91163.944,0.04852,0.008761123,0.0,Gas Giant
Kepler-700 b,15.202,30.0,37332.474,0.3577,0.22149213,0.0,Neptune-like
Kepler-701 b,15.056,8.45,17687.483,0.0895,0.028473647,0.0,Neptune-like
Kepler-702 b,15.437,61.692,57187.198,0.088,0.028747434,0.0,Gas Giant
Kepler-703 b,15.599,51.198,51174.852,0.0535,0.012594113,0.0,Gas Giant
Kepler-704 b,15.454,7.32,16289.263,0.047,0.010403832,0.0,Neptune-like
Kepler-705 b,16.331,5.1,13442.81,0.232,0.15359342,0.0,Neptune-like
Kepler-706 b,15.274,,82145.425,0.2162,0.113347024,0.0,Gas Giant
Kepler-707 b,15.022,2.33,8473.43,0.0325,0.006023272,0.0,Super Earth
Kepler-708 b,15.61,8.91,18246.771,0.0426,0.008761123,0.0,Neptune-like
Kepler-709 b,15.261,8.85,18246.771,0.1173,0.044079397,0.0,Neptune-like
Kepler-710 b,15.071,4.19,11977.48,0.0524,0.011772759,0.0,Super Earth
Kepler-711 b,15.635,11.5,21252.944,0.1429,0.06461328,0.0,Neptune-like
Kepler-712 b,16.161,11.5,21252.944,0.1378,0.057494868,0.0,Neptune-like
Kepler-712 c,16.161,21.0,30271.463,0.6732,0.6212183,0.0,Neptune-like
Kepler-713 b,15.171,6.71,15450.331,0.0748,0.020260096,0.0,Neptune-like
Kepler-714 b,15.43,67.734,60333.193,0.0832,0.022176592,0.0,Gas Giant
Kepler-715 b,15.204,13.5,23420.185,0.0933,0.027378507,0.0,Neptune-like
Kepler-716 b,15.314,8.75,18106.949,0.0873,0.028473647,0.0,Neptune-like
Kepler-716 c,15.314,2.52,8874.803,0.046,0.0109514035,0.0,Super Earth
Kepler-717 b,15.756,6.44,15100.776,0.052,0.012046544,0.0,Neptune-like
Kepler-718 b,15.399,41658.0,103258.547,0.0322,0.0057494864,0.0,Gas Giant
Kepler-719 b,16.128,54.696,53132.36,0.0556,0.0136892535,0.0,Gas Giant
Kepler-720 b,15.462,53.42400000000001,52433.25,0.0539,0.012867898,0.0,Gas Giant
Kepler-721 b,15.963,7.46,16498.996,0.0583,0.014784395,0.0,Neptune-like
Kepler-722 b,15.489,7.41,16429.085,0.0514,0.011225188,0.0,Neptune-like
Kepler-722 c,15.489,8.35,17617.572,0.4471,0.28774813,0.0,Neptune-like
Kepler-723 b,15.452,,76063.168,0.0479,0.011225188,0.0,Gas Giant
Kepler-724 b,15.284,10.8,20553.834,0.0433,0.009034907,0.0,Neptune-like
Kepler-725 b,15.145,79.5,66275.628,0.215,0.10841889,0.0,Gas Giant
Kepler-726 b,15.362,10.7,20344.101,0.1406,0.059685145,0.0,Neptune-like
Kepler-727 b,15.453,6.94,15799.886,0.0546,0.014236824,0.0,Neptune-like
Kepler-728 b,15.585,11.1,20833.478,0.0625,0.015605749,0.0,Neptune-like
Kepler-729 b,15.567,12.5,22301.609,0.0432,0.008761123,0.0,Neptune-like
Kepler-730 b,15.782,,76902.1,0.0694,0.01779603,0.0,Gas Giant
Kepler-730 c,15.782,3.09,9996.099,0.03997,0.007939767,0.0,Super Earth
Kepler-731 b,15.386,,86549.818,0.0505,0.010677618,0.0,Gas Giant
Kepler-732 b,16.53,5.39,13888.78,0.0691,0.026009582,0.0,Neptune-like
Kepler-732 c,16.53,2.15,8091.17,0.0143,0.0024640656,0.0,Super Earth
Kepler-733 b,15.561,8.35,17617.572,0.1483,0.056947295,0.0,Neptune-like
Kepler-734 b,14.469,12.4,22231.698,0.0583,0.01670089,0.0,Neptune-like
Kepler-735 b,15.492,9.01,18386.593,0.0965,0.031485286,0.0,Neptune-like
Kepler-736 b,15.809,8.91,18246.771,0.0428,0.009856262,0.0,Neptune-like
Kepler-737 b,15.971,4.5,12487.16,0.1422,0.07830253,0.0,Super Earth
Kepler-738 b,15.793,6.8,15590.153,0.1552,0.06735113,0.0,Neptune-like
Kepler-739 b,15.711,11.0,20693.656,0.1054,0.034223136,0.0,Neptune-like
Kepler-740 b,16.022,18.9,28523.688,0.0462,0.009856262,0.0,Neptune-like
Kepler-741 b,15.186,9.11,18526.415,0.0744,0.019164955,0.0,Neptune-like
Kepler-742 b,15.357,10.6,20204.279,0.0744,0.022997946,0.0,Neptune-like
Kepler-743 b,12.66,1.92,7708.91,0.0418,0.008761123,0.0,Super Earth
Kepler-744 b,13.718,3.26,10321.02,0.0993,0.033127997,0.0,Super Earth
Kepler-745 b,15.427,5.31,13761.36,0.0915,0.027104722,0.0,Neptune-like
Kepler-746 b,13.785,1.41,7071.81,0.0435,0.009582478,0.0,Super Earth
Kepler-747 b,15.595,24.1,32858.17,0.1916,0.09746748,0.0,Neptune-like
Kepler-748 b,15.37,6.9,15729.975,0.0745,0.020260096,0.0,Neptune-like
Kepler-749 b,16.153,9.8,19365.347,0.1054,0.047364816,0.0,Neptune-like
Kepler-74 b,14.487,200.34,67114.56,0.0781,0.019986311,0.0,Gas Giant
Kepler-750 b,14.634,9.64,19155.614,0.093,0.025735795,0.0,Neptune-like
Kepler-750 c,14.634,3.26,10321.02,0.0533,0.011225188,0.0,Super Earth
Kepler-751 b,15.211,6.62,15310.509,0.1263,0.047638603,0.0,Neptune-like
Kepler-752 b,15.864,8.3,17547.661,0.1353,0.05147159,0.0,Neptune-like
Kepler-753 b,14.891,4.31,12168.609999999999,0.054,0.015605749,0.0,Super Earth
Kepler-754 b,15.352,4.7,12805.71,0.116,0.039972622,0.0,Super Earth
Kepler-755 b,14.277,3.75,11212.960000000001,0.0214,0.003559206,0.0,Super Earth
Kepler-755 c,14.277,2.13,8027.46,0.0367,0.007939767,0.0,Super Earth
Kepler-756 b,15.986,1.46,7135.52,0.0219,0.003285421,0.0,Super Earth
Kepler-757 b,15.066,2.42,8664.560000000001,0.019,0.0027378509,0.0,Super Earth
Kepler-758 b,14.379,6.71,15450.331,0.1019,0.033127997,0.0,Neptune-like
Kepler-758 c,14.379,3.5,10766.99,0.0547,0.013141684,0.0,Super Earth
Kepler-758 d,14.379,5.14,13506.52,0.1447,0.056125943,0.0,Neptune-like
Kepler-758 e,14.379,2.96,9747.630000000001,0.0785,0.022450376,0.0,Super Earth
Kepler-759 b,14.579,5.77,14191.933,0.2329,0.11444216,0.0,Neptune-like
Kepler-75 b,15.414,3211.7999999999997,73406.55,0.0818,0.02436687,0.57,Gas Giant
Kepler-760 b,15.181,9.59,19085.703,0.0772,0.023819301,0.0,Neptune-like
Kepler-760 c,15.181,2.79,9429.08,0.0333,0.0068446267,0.0,Super Earth
Kepler-761 b,14.993,4.78,12933.13,0.0874,0.027652293,0.0,Super Earth
Kepler-762 b,15.574,,79069.341,0.0493,0.010403832,0.0,Gas Giant
Kepler-763 b,15.965,1.98,7772.62,0.0205,0.003285421,0.0,Super Earth
Kepler-764 b,15.555,3.33,10448.439999999999,0.0724,0.019986311,0.0,Super Earth
Kepler-765 b,14.709,6.48,15170.687,0.1754,0.07583847,0.0,Neptune-like
Kepler-766 b,15.825,11.4,21113.122,0.066,0.01670089,0.0,Neptune-like
Kepler-767 b,15.678,35.7,41387.312,0.5874,0.4421629,0.0,Neptune-like
Kepler-768 b,15.969,3.86,11404.09,0.092,0.031211497,0.0,Super Earth
Kepler-769 b,14.984,8.85,18246.771,0.0778,0.020260096,0.0,Neptune-like
Kepler-769 c,14.984,3.86,11404.09,0.1297,0.043805614,0.0,Super Earth
Kepler-76 b,13.474,639.18,95078.96,0.0274,0.0041067763,0.0,Gas Giant
Kepler-770 b,14.852,5.9,14331.755,0.1694,0.051745377,0.0,Neptune-like
Kepler-770 c,14.852,1.87,7645.2,0.0309,0.0041067763,0.0,Super Earth
Kepler-770 d,14.852,2.54,8919.4,0.0616,0.011498973,0.0,Super Earth
Kepler-771 b,14.958,3.97,11595.220000000001,0.0843,0.023819301,0.0,Super Earth
Kepler-772 b,14.145,3.97,11595.220000000001,0.1071,0.03559206,0.0,Super Earth
Kepler-773 b,13.387,2.63,9110.529999999999,0.047,0.010130048,0.0,Super Earth
Kepler-774 b,12.886,10.2,19784.813,0.1114,0.030390145,0.0,Neptune-like
Kepler-775 b,13.564,1.81,7581.49,0.0187,0.0027378509,0.0,Super Earth
Kepler-776 b,15.562,2.18,8154.88,0.0523,0.013415469,0.0,Super Earth
Kepler-777 b,16.131,2.76,9365.369999999999,0.0519,0.015605749,0.0,Super Earth
Kepler-778 b,15.959,3.46,10703.279999999999,0.0453,0.010403832,0.0,Super Earth
Kepler-779 b,16.303,0.721,5861.320000000001,0.0533,0.01943874,0.0,Terrestrial
Kepler-77 b,14.152,136.74,67114.56,0.04501,0.009856262,0.0,Gas Giant
Kepler-780 b,13.464,0.64,5670.1900000000005,0.015,0.0019164955,0.0,Terrestrial
Kepler-781 b,16.207,8.7,18037.038,0.1019,0.03613963,0.0,Neptune-like
Kepler-782 b,12.843,10.4,19994.546,0.5444,0.4344969,0.0,Neptune-like
Kepler-783 b,14.153,0.399,4969.38,0.0491,0.011772759,0.0,Terrestrial
Kepler-783 c,14.153,6.04,14541.488,0.0684,0.01943874,0.0,Neptune-like
Kepler-784 b,13.392,3.12,10066.18,0.1967,0.08651608,0.0,Super Earth
Kepler-785 b,16.315,,81236.582,0.025,0.0054757018,0.0,Gas Giant
Kepler-786 b,15.253,6.48,15170.687,0.2548,0.14647502,0.0,Neptune-like
Kepler-787 b,16.696,2.18,8154.88,0.0159,0.0024640656,0.0,Super Earth
Kepler-788 b,15.45,7.04,15869.797,0.0835,0.022997946,0.0,Neptune-like
Kepler-789 b,14.723,5.14,13506.52,0.0951,0.023545519,0.0,Neptune-like
Kepler-78 b,11.717,1.96716,7141.891,,0.0010951404,0.0,Super Earth
Kepler-790 b,15.534,5.39,13888.78,0.101,0.037508555,0.0,Neptune-like
Kepler-791 b,14.473,9.53,19015.792,0.1256,0.039972622,0.0,Neptune-like
Kepler-792 b,15.117,4.5,12487.16,0.0988,0.030937715,0.0,Super Earth
Kepler-793 b,14.742,2.45,8728.27,0.0491,0.011498973,0.0,Super Earth
Kepler-794 b,13.599,5.1,13442.81,0.1036,0.030390145,0.0,Neptune-like
Kepler-795 b,13.423,3.46,10703.279999999999,0.1817,0.08104038,0.0,Super Earth
Kepler-796 b,13.175,2.24,8282.300000000001,0.0662,0.017522246,0.0,Super Earth
Kepler-797 b,14.751,5.35,13825.07,0.181,0.07419576,0.0,Neptune-like
Kepler-798 b,14.221,6.3,14891.043,0.1174,0.037508555,0.0,Neptune-like
Kepler-799 b,15.166,37.9,42925.354,0.5167,0.36550307,0.0,Neptune-like
Kepler-799 c,15.166,8.15,17337.928,0.1214,0.04161533,0.0,Neptune-like
Kepler-79 b,14.036,10.9,21672.41,0.117,0.036960986,0.02,Neptune-like
Kepler-79 c,14.036,5.9,23210.452,0.187,0.07501711,0.03,Neptune-like
Kepler-79 d,14.036,6.0,44673.129,0.287,0.14264202,0.03,Neptune-like
Kepler-79 e,14.036,4.1,21742.321,0.386,0.2220397,0.01,Neptune-like
Kepler-7 b,13.008,140.238,113395.642,0.06067,0.013415469,0.0,Gas Giant
Kepler-800 b,15.92,8.5,17757.394,0.1106,0.038603697,0.0,Neptune-like
Kepler-801 b,15.596,4.66,12742.0,0.0795,0.031211497,0.0,Super Earth
Kepler-802 b,15.01,12.3,22091.876,0.2265,0.109787814,0.0,Neptune-like
Kepler-803 b,13.856,13.8,23629.918,0.2678,0.1377139,0.0,Neptune-like
Kepler-804 b,13.864,4.42,12359.74,0.1137,0.03942505,0.0,Super Earth
Kepler-804 c,13.864,1.55,7262.94,0.0872,0.026557151,0.0,Super Earth
Kepler-805 b,12.586,8.7,18037.038,0.1978,0.08459959,0.0,Neptune-like
Kepler-806 b,11.813,1.55,7262.94,0.0764,0.022176592,0.0,Super Earth
Kepler-807 b,15.194,76.956,65017.23,0.4884,0.32279262,0.0,Gas Giant
Kepler-808 b,14.519,2.73,9301.66,0.0116,0.0016427105,0.0,Super Earth
Kepler-809 b,14.875,9.32,18806.059,0.2901,0.1522245,0.0,Neptune-like
Kepler-80 b,15.23,6.93,16638.818,0.0648,0.01943874,0.0,Neptune-like
Kepler-80 c,15.23,6.74,17058.284,0.0792,0.026009582,0.0,Neptune-like
Kepler-80 d,15.23,6.75,9747.630000000001,0.0372,0.008487337,0.0,Super Earth
Kepler-80 e,15.23,4.13,10193.6,0.0491,0.012594113,0.0,Super Earth
Kepler-80 f,15.23,1.92,7708.91,0.0175,0.0027378509,0.0,Super Earth
Kepler-80 g,15.23,1.51,7199.23,,0.039972622,0.0,Super Earth
Kepler-810 b,15.73,4.38,12296.029999999999,0.055,0.012594113,0.0,Super Earth
Kepler-811 b,14.046,7.75,16848.551,0.1583,0.06461328,0.0,Neptune-like
Kepler-812 b,13.815,12.3,22161.787,0.1024,0.027652293,0.0,Neptune-like
Kepler-813 b,14.646,5.22,13633.94,0.1439,0.05229295,0.0,Neptune-like
Kepler-814 b,14.859,5.14,13506.52,0.0695,0.01670089,0.0,Neptune-like
Kepler-815 b,13.438,15.8,25657.337,0.0888,0.023545519,0.0,Neptune-like
Kepler-816 b,16.365,74.412,63898.654,0.0895,0.028747434,0.0,Gas Giant
Kepler-817 b,15.967,60.102000000000004,56348.266,0.0493,0.0109514035,0.0,Gas Giant
Kepler-818 b,15.368,22.9,31879.416,0.0886,0.027378507,0.0,Neptune-like
Kepler-819 b,15.402,8.05,17198.106,0.1894,0.09089665,0.0,Neptune-like
Kepler-81 b,15.258,17.2,15100.776,0.0522,0.016427105,0.0,Super Earth
Kepler-81 c,15.258,4.3,14751.221,0.08347,0.03285421,0.0,Neptune-like
Kepler-81 d,15.258,1.92,7708.91,0.128,0.056947295,0.0,Super Earth
Kepler-820 b,14.135,30.8,37961.673,0.5829,0.34989733,0.0,Neptune-like
Kepler-821 b,15.153,2.27,8346.01,0.029,0.005201916,0.0,Super Earth
Kepler-822 b,14.75,3.78,11276.67,0.0412,0.008761123,0.0,Super Earth
Kepler-823 b,15.089,3.09,10002.470000000001,0.0507,0.011498973,0.0,Super Earth
Kepler-824 b,15.051,4.16,11913.77,0.055,0.0123203285,0.0,Super Earth
Kepler-825 b,14.296,2.96,9747.630000000001,0.0453,0.010403832,0.0,Super Earth
Kepler-825 c,14.296,4.04,11722.640000000001,0.0759,0.022450376,0.0,Super Earth
Kepler-826 b,13.644,2.1,7963.75,0.0528,0.0123203285,0.0,Super Earth
Kepler-827 b,15.865,27.0,35095.322,0.2742,0.14209446,0.0,Neptune-like
Kepler-828 b,15.374,2.89,9620.210000000001,0.0125,0.0016427105,0.0,Super Earth
Kepler-829 b,14.973,5.1,13442.81,0.0678,0.01889117,0.0,Neptune-like
Kepler-82 b,15.131,12.15,25377.693,0.1683,0.07227926,0.0,Neptune-like
Kepler-82 c,15.131,13.9,33277.636,0.2626,0.14099932,0.01,Neptune-like
Kepler-82 d,15.131,3.78,11276.67,0.034,0.006570842,0.0,Super Earth
Kepler-82 e,15.131,6.66,15380.42,0.063,0.01615332,0.0,Neptune-like
Kepler-82 f,15.131,20.9,30201.552,0.3395,0.20725529,0.0,Neptune-like
Kepler-830 b,14.88,3.53,10830.699999999999,0.1033,0.030937715,0.0,Super Earth
Kepler-831 b,13.751,2.15,8091.17,0.0603,0.015331964,0.0,Super Earth
Kepler-832 b,16.001,4.9,13124.26,0.075,0.01943874,0.0,Super Earth
Kepler-833 b,15.755,4.74,12869.42,0.1139,0.05147159,0.0,Super Earth
Kepler-834 b,16.211,4.74,12869.42,0.0862,0.036413416,0.0,Super Earth
Kepler-835 b,16.062,8.2,17407.839,0.107,0.031211497,0.0,Neptune-like
Kepler-836 b,14.672,7.9,17058.284,0.1013,0.031211497,0.0,Neptune-like
Kepler-837 b,15.576,7.08,15939.708,0.1144,0.045448326,0.0,Neptune-like
Kepler-838 b,15.424,7.9,17058.284,0.1266,0.04298426,0.0,Neptune-like
Kepler-839 b,13.693,7.13,16009.619,0.2341,0.103490755,0.0,Neptune-like
Kepler-83 b,16.145,41.976,17617.572,0.07295,0.026830938,0.0,Gas Giant
Kepler-83 c,16.145,11.4,14751.221,0.11796,0.0550308,0.0,Super Earth
Kepler-83 d,16.145,24.6,12359.74,0.051,0.014236824,0.0,Super Earth
Kepler-841 b,15.791,23.8,32648.437,0.479,0.34058863,0.0,Neptune-like
Kepler-842 b,15.363,3.19,10193.6,0.0204,0.003285421,0.0,Super Earth
Kepler-843 b,15.354,7.22,16149.441,0.0313,0.0057494864,0.0,Neptune-like
Kepler-844 b,15.986,3.46,10703.279999999999,0.0298,0.007118412,0.0,Super Earth
Kepler-845 b,14.903,4.82,12996.84,0.017,0.0024640656,0.0,Super Earth
Kepler-846 b,15.684,6.71,15450.331,0.1399,0.054209445,0.0,Neptune-like
Kepler-847 b,14.998,1.76,7517.78,0.0315,0.0062970566,0.0,Super Earth
Kepler-848 b,14.194,3.53,10830.699999999999,0.072,0.01889117,0.0,Super Earth
Kepler-849 b,12.878,40.386,44533.307,1.1088,1.0803559,0.0,Gas Giant
Kepler-84 b,14.92,40.0,14207.33,0.0827,0.023819301,0.0,Super Earth
Kepler-84 c,14.92,20.2,14751.221,0.1072,0.035318274,0.0,Super Earth
Kepler-84 d,14.92,2.48,8791.98,0.052,0.011498973,0.0,Super Earth
Kepler-84 e,14.92,7.27,16219.352,0.181,0.07501711,0.0,Neptune-like
Kepler-84 f,14.92,5.48,14016.2,0.25,0.12210814,0.0,Neptune-like
Kepler-850 b,15.611,3.82,11340.380000000001,0.0744,0.019712524,0.0,Super Earth
Kepler-851 b,15.172,3.46,10703.279999999999,0.0802,0.023271732,0.0,Super Earth
Kepler-852 b,14.006,6.99,15869.797,0.2654,0.122929506,0.0,Neptune-like
Kepler-853 b,12.339,3.5,10766.99,0.0779,0.019712524,0.0,Super Earth
Kepler-855 b,15.157,52.788000000000004,52083.695,0.0762,0.02162902,0.0,Gas Giant
Kepler-856 b,15.594,63.282000000000004,58026.13,0.0787,0.021902807,0.0,Gas Giant
Kepler-857 b,15.167,37.2,42435.977,0.3751,0.23381247,0.0,Neptune-like
Kepler-858 b,12.568,21.1,30341.374,0.3403,0.20835043,0.0,Neptune-like
Kepler-859 b,15.977,9.75,19295.436,0.1345,0.055852156,0.0,Neptune-like
Kepler-85 b,14.89,4.54,12550.869999999999,0.0766,0.022724163,0.0,Super Earth
Kepler-85 c,14.89,20.9,13888.78,0.1007,0.034223136,0.0,Super Earth
Kepler-85 d,14.89,1.87,7645.2,0.13,0.049007528,0.0,Super Earth
Kepler-85 e,14.89,0.6,8091.17,0.163,0.068993844,0.0,Super Earth
Kepler-860 b,15.544,10.6,20204.279,0.058,0.013963039,0.0,Neptune-like
Kepler-861 b,15.993,5.82,14191.933,0.0463,0.010677618,0.0,Neptune-like
Kepler-862 b,15.601,5.52,14079.91,0.039,0.008487337,0.0,Neptune-like
Kepler-863 b,15.567,8.75,18106.949,0.122,0.042710472,0.0,Neptune-like
Kepler-864 b,15.898,6.35,14960.954,0.0687,0.015879534,0.0,Neptune-like
Kepler-865 b,14.635,6.76,15520.242,0.1057,0.03887748,0.0,Neptune-like
Kepler-866 b,16.124,3.29,10384.73,0.0331,0.007118412,0.0,Super Earth
Kepler-867 b,15.098,19.4,28943.154,0.5375,0.41122517,0.0,Neptune-like
Kepler-868 b,15.872,4.86,13060.55,0.0575,0.0136892535,0.0,Super Earth
Kepler-869 b,15.122,12.7,22511.342,0.2244,0.110609174,0.0,Neptune-like
Kepler-870 b,15.326,8.15,17337.928,0.1539,0.058590006,0.0,Neptune-like
Kepler-871 b,15.882,13.5,23350.274,0.1572,0.060232718,0.0,Neptune-like
Kepler-872 b,15.242,4.62,12678.289999999999,0.0362,0.007118412,0.0,Super Earth
Kepler-873 b,15.052,13.5,23420.185,0.1542,0.05639973,0.0,Neptune-like
Kepler-874 b,14.822,14.7,24608.672,0.2234,0.109787814,0.0,Neptune-like
Kepler-875 b,15.357,8.75,18106.949,0.1771,0.075290896,0.0,Neptune-like
Kepler-876 b,15.647,2.63,9110.529999999999,0.0549,0.013963039,0.0,Super Earth
Kepler-877 b,14.74,5.14,13506.52,0.1301,0.05065024,0.0,Neptune-like
Kepler-878 b,14.967,4.38,12296.029999999999,0.165,0.070910335,0.0,Super Earth
Kepler-879 b,14.429,7.13,16009.619,0.2012,0.091444224,0.0,Neptune-like
Kepler-87 b,14.681,324.36,84172.844,0.481,0.31403148,0.04,Gas Giant
Kepler-87 c,14.681,6.4,38311.228,0.676,0.5234771,0.04,Neptune-like
Kepler-880 b,11.845,7.56,16568.907,0.0915,0.021081451,0.0,Neptune-like
Kepler-881 b,15.281,3.82,11340.380000000001,0.0552,0.012046544,0.0,Super Earth
Kepler-882 b,14.188,2.04,7836.33,0.0449,0.0109514035,0.0,Super Earth
Kepler-883 b,13.169,3.82,11340.380000000001,0.1055,0.03559206,0.0,Super Earth
Kepler-884 b,13.164,2.04,7836.33,0.0622,0.015605749,0.0,Super Earth
Kepler-885 b,12.948,6.8,15590.153,0.1432,0.0495551,0.0,Neptune-like
Kepler-886 b,14.054,2.92,9683.92,0.067,0.016974675,0.0,Super Earth
Kepler-887 b,13.52,4.04,11722.640000000001,0.1536,0.055852156,0.0,Super Earth
Kepler-887 c,13.52,1.51,7199.23,0.0797,0.020807665,0.0,Super Earth
Kepler-888 b,13.061,3.75,11212.960000000001,0.328,0.19356604,0.0,Super Earth
Kepler-889 b,12.998,1.32,6944.39,0.0492,0.010130048,0.0,Super Earth
Kepler-88 d,13.209,970.04628,81795.87,,3.8,0.41,Gas Giant
Kepler-890 b,15.235,58.512,55439.423,0.2944,0.14455852,0.0,Gas Giant
Kepler-891 b,15.386,33.6,39989.092,0.2881,0.14620124,0.0,Neptune-like
Kepler-892 b,15.967,8.3,17547.661,0.1015,0.03778234,0.0,Neptune-like
Kepler-893 b,15.347,9.43,18875.97,0.0699,0.017248461,0.0,Neptune-like
Kepler-894 b,15.686,8.15,17337.928,0.0916,0.026830938,0.0,Neptune-like
Kepler-895 b,16.21,2.99,9811.34,0.0328,0.007665982,0.0,Super Earth
Kepler-896 b,15.457,6.94,15799.886,0.5164,0.39561945,0.0,Neptune-like
Kepler-897 b,15.177,6.3,14891.043,0.077,0.021902807,0.0,Neptune-like
Kepler-898 b,16.695,2.83,9492.789999999999,0.0545,0.01615332,0.0,Super Earth
Kepler-899 b,15.713,7.65,16708.729,0.1392,0.052566737,0.0,Neptune-like
Kepler-8 b,13.598,187.61999999999998,98993.976,0.0474,0.009582478,0.0,Gas Giant
Kepler-900 b,15.19,4.98,13251.68,0.0679,0.019164955,0.0,Super Earth
Kepler-901 b,15.85,2.45,8728.27,0.0378,0.009582478,0.0,Super Earth
Kepler-902 b,14.992,6.99,15869.797,0.223,0.109787814,0.0,Neptune-like
Kepler-903 b,14.856,4.7,12805.71,0.0907,0.028473647,0.0,Super Earth
Kepler-903 c,14.856,6.94,15799.886,0.302,0.17221081,0.0,Neptune-like
Kepler-904 b,14.56,3.78,11276.67,0.0417,0.008213553,0.0,Super Earth
Kepler-905 b,14.058,2.57,8983.109999999999,0.0572,0.013963039,0.0,Super Earth
Kepler-906 b,14.019,5.1,13442.81,0.2359,0.11416838,0.0,Neptune-like
Kepler-907 b,11.16,1.87,7645.2,0.1225,0.043531828,0.0,Super Earth
Kepler-908 b,11.607,1.98,7772.62,0.0247,0.003559206,0.0,Super Earth
