nom,masse,rayon,rayonOrbite,periodeOrbite,type
Kepler-722 b,7.41,16429.085,0.0514,0.011225188,Neptune-like
Kepler-722 c,8.35,17617.572,0.4471,0.28774813,Neptune-like
Kepler-724 b,10.8,20553.834,0.0433,0.009034907,Neptune-like
Kepler-725 b,79.5,66275.628,0.215,0.10841889,Gas Giant
Kepler-726 b,10.7,20344.101,0.1406,0.059685145,Neptune-like
Kepler-727 b,6.94,15799.886,0.0546,0.014236824,Neptune-like
Kepler-728 b,11.1,20833.478,0.0625,0.015605749,Neptune-like
Kepler-729 b,12.5,22301.609,0.0432,0.008761123,Neptune-like
Kepler-730 c,3.09,9996.099,0.03997,0.007939767,Super Earth
Kepler-732 b,5.39,13888.78,0.0691,0.026009582,Neptune-like
Kepler-732 c,2.15,8091.17,0.0143,0.0024640656,Super Earth
Kepler-733 b,8.35,17617.572,0.1483,0.056947295,Neptune-like
Kepler-734 b,12.4,22231.698,0.0583,0.01670089,Neptune-like
Kepler-735 b,9.01,18386.593,0.0965,0.031485286,Neptune-like
Kepler-736 b,8.91,18246.771,0.0428,0.009856262,Neptune-like
Kepler-737 b,4.5,12487.16,0.1422,0.07830253,Super Earth
Kepler-738 b,6.8,15590.153,0.1552,0.06735113,Neptune-like
Kepler-739 b,11.0,20693.656,0.1054,0.034223136,Neptune-like
Kepler-740 b,18.9,28523.688,0.0462,0.009856262,Neptune-like
Kepler-741 b,9.11,18526.415,0.0744,0.019164955,Neptune-like
Kepler-742 b,10.6,20204.279,0.0744,0.022997946,Neptune-like
Kepler-743 b,1.92,7708.91,0.0418,0.008761123,Super Earth
Kepler-744 b,3.26,10321.02,0.0993,0.033127997,Super Earth
Kepler-745 b,5.31,13761.36,0.0915,0.027104722,Neptune-like
Kepler-746 b,1.41,7071.81,0.0435,0.009582478,Super Earth
Kepler-747 b,24.1,32858.17,0.1916,0.09746748,Neptune-like
Kepler-748 b,6.9,15729.975,0.0745,0.020260096,Neptune-like
Kepler-749 b,9.8,19365.347,0.1054,0.047364816,Neptune-like
Kepler-74 b,200.34,67114.56,0.0781,0.019986311,Gas Giant
Kepler-750 b,9.64,19155.614,0.093,0.025735795,Neptune-like
Kepler-750 c,3.26,10321.02,0.0533,0.011225188,Super Earth
Kepler-751 b,6.62,15310.509,0.1263,0.047638603,Neptune-like
Kepler-752 b,8.3,17547.661,0.1353,0.05147159,Neptune-like
Kepler-753 b,4.31,12168.609999999999,0.054,0.015605749,Super Earth
Kepler-754 b,4.7,12805.71,0.116,0.039972622,Super Earth
Kepler-755 b,3.75,11212.960000000001,0.0214,0.003559206,Super Earth
Kepler-755 c,2.13,8027.46,0.0367,0.007939767,Super Earth
Kepler-756 b,1.46,7135.52,0.0219,0.003285421,Super Earth
Kepler-757 b,2.42,8664.560000000001,0.019,0.0027378509,Super Earth
Kepler-758 b,6.71,15450.331,0.1019,0.033127997,Neptune-like
Kepler-758 c,3.5,10766.99,0.0547,0.013141684,Super Earth
Kepler-758 d,5.14,13506.52,0.1447,0.056125943,Neptune-like
Kepler-758 e,2.96,9747.630000000001,0.0785,0.022450376,Super Earth
Kepler-759 b,5.77,14191.933,0.2329,0.11444216,Neptune-like
Kepler-75 b,3211.7999999999997,73406.55,0.0818,0.02436687,Gas Giant
Kepler-760 b,9.59,19085.703,0.0772,0.023819301,Neptune-like
Kepler-760 c,2.79,9429.08,0.0333,0.0068446267,Super Earth
Kepler-761 b,4.78,12933.13,0.0874,0.027652293,Super Earth
Kepler-763 b,1.98,7772.62,0.0205,0.003285421,Super Earth
Kepler-764 b,3.33,10448.439999999999,0.0724,0.019986311,Super Earth
Kepler-765 b,6.48,15170.687,0.1754,0.07583847,Neptune-like
Kepler-766 b,11.4,21113.122,0.066,0.01670089,Neptune-like
Kepler-767 b,35.7,41387.312,0.5874,0.4421629,Neptune-like
Kepler-768 b,3.86,11404.09,0.092,0.031211497,Super Earth
Kepler-769 b,8.85,18246.771,0.0778,0.020260096,Neptune-like
Kepler-769 c,3.86,11404.09,0.1297,0.043805614,Super Earth
Kepler-76 b,639.18,95078.96,0.0274,0.0041067763,Gas Giant
Kepler-770 b,5.9,14331.755,0.1694,0.051745377,Neptune-like
Kepler-770 c,1.87,7645.2,0.0309,0.0041067763,Super Earth
Kepler-770 d,2.54,8919.4,0.0616,0.011498973,Super Earth
Kepler-771 b,3.97,11595.220000000001,0.0843,0.023819301,Super Earth
Kepler-772 b,3.97,11595.220000000001,0.1071,0.03559206,Super Earth
Kepler-773 b,2.63,9110.529999999999,0.047,0.010130048,Super Earth
Kepler-774 b,10.2,19784.813,0.1114,0.030390145,Neptune-like
Kepler-775 b,1.81,7581.49,0.0187,0.0027378509,Super Earth
Kepler-776 b,2.18,8154.88,0.0523,0.013415469,Super Earth
Kepler-777 b,2.76,9365.369999999999,0.0519,0.015605749,Super Earth
Kepler-778 b,3.46,10703.279999999999,0.0453,0.010403832,Super Earth
Kepler-779 b,0.721,5861.320000000001,0.0533,0.01943874,Terrestrial
Kepler-77 b,136.74,67114.56,0.04501,0.009856262,Gas Giant
Kepler-780 b,0.64,5670.1900000000005,0.015,0.0019164955,Terrestrial
Kepler-781 b,8.7,18037.038,0.1019,0.03613963,Neptune-like
Kepler-782 b,10.4,19994.546,0.5444,0.4344969,Neptune-like
Kepler-783 b,0.399,4969.38,0.0491,0.011772759,Terrestrial
Kepler-783 c,6.04,14541.488,0.0684,0.01943874,Neptune-like
Kepler-784 b,3.12,10066.18,0.1967,0.08651608,Super Earth
Kepler-786 b,6.48,15170.687,0.2548,0.14647502,Neptune-like
Kepler-787 b,2.18,8154.88,0.0159,0.0024640656,Super Earth
Kepler-788 b,7.04,15869.797,0.0835,0.022997946,Neptune-like
Kepler-789 b,5.14,13506.52,0.0951,0.023545519,Neptune-like
Kepler-790 b,5.39,13888.78,0.101,0.037508555,Neptune-like
Kepler-791 b,9.53,19015.792,0.1256,0.039972622,Neptune-like
Kepler-792 b,4.5,12487.16,0.0988,0.030937715,Super Earth
Kepler-793 b,2.45,8728.27,0.0491,0.011498973,Super Earth
Kepler-794 b,5.1,13442.81,0.1036,0.030390145,Neptune-like
Kepler-795 b,3.46,10703.279999999999,0.1817,0.08104038,Super Earth
Kepler-796 b,2.24,8282.300000000001,0.0662,0.017522246,Super Earth
Kepler-797 b,5.35,13825.07,0.181,0.07419576,Neptune-like
Kepler-798 b,6.3,14891.043,0.1174,0.037508555,Neptune-like
Kepler-799 b,37.9,42925.354,0.5167,0.36550307,Neptune-like
Kepler-799 c,8.15,17337.928,0.1214,0.04161533,Neptune-like
Kepler-79 b,10.9,21672.41,0.117,0.036960986,Neptune-like
Kepler-79 c,5.9,23210.452,0.187,0.07501711,Neptune-like
Kepler-79 d,6.0,44673.129,0.287,0.14264202,Neptune-like
Kepler-79 e,4.1,21742.321,0.386,0.2220397,Neptune-like
Kepler-7 b,140.238,113395.642,0.06067,0.013415469,Gas Giant
Kepler-800 b,8.5,17757.394,0.1106,0.038603697,Neptune-like
Kepler-801 b,4.66,12742.0,0.0795,0.031211497,Super Earth
Kepler-802 b,12.3,22091.876,0.2265,0.109787814,Neptune-like
Kepler-803 b,13.8,23629.918,0.2678,0.1377139,Neptune-like
Kepler-804 b,4.42,12359.74,0.1137,0.03942505,Super Earth
Kepler-804 c,1.55,7262.94,0.0872,0.026557151,Super Earth
Kepler-805 b,8.7,18037.038,0.1978,0.08459959,Neptune-like
Kepler-806 b,1.55,7262.94,0.0764,0.022176592,Super Earth
Kepler-807 b,76.956,65017.23,0.4884,0.32279262,Gas Giant
Kepler-808 b,2.73,9301.66,0.0116,0.0016427105,Super Earth
Kepler-809 b,9.32,18806.059,0.2901,0.1522245,Neptune-like
Kepler-80 b,6.93,16638.818,0.0648,0.01943874,Neptune-like
Kepler-80 c,6.74,17058.284,0.0792,0.026009582,Neptune-like
Kepler-80 d,6.75,9747.630000000001,0.0372,0.008487337,Super Earth
Kepler-80 e,4.13,10193.6,0.0491,0.012594113,Super Earth
Kepler-80 f,1.92,7708.91,0.0175,0.0027378509,Super Earth
Kepler-810 b,4.38,12296.029999999999,0.055,0.012594113,Super Earth
Kepler-811 b,7.75,16848.551,0.1583,0.06461328,Neptune-like
Kepler-812 b,12.3,22161.787,0.1024,0.027652293,Neptune-like
Kepler-813 b,5.22,13633.94,0.1439,0.05229295,Neptune-like
Kepler-814 b,5.14,13506.52,0.0695,0.01670089,Neptune-like
Kepler-815 b,15.8,25657.337,0.0888,0.023545519,Neptune-like
Kepler-816 b,74.412,63898.654,0.0895,0.028747434,Gas Giant
Kepler-817 b,60.102000000000004,56348.266,0.0493,0.0109514035,Gas Giant
Kepler-818 b,22.9,31879.416,0.0886,0.027378507,Neptune-like
Kepler-819 b,8.05,17198.106,0.1894,0.09089665,Neptune-like
Kepler-81 b,17.2,15100.776,0.0522,0.016427105,Super Earth
Kepler-81 c,4.3,14751.221,0.08347,0.03285421,Neptune-like
Kepler-81 d,1.92,7708.91,0.128,0.056947295,Super Earth
Kepler-820 b,30.8,37961.673,0.5829,0.34989733,Neptune-like
Kepler-821 b,2.27,8346.01,0.029,0.005201916,Super Earth
Kepler-822 b,3.78,11276.67,0.0412,0.008761123,Super Earth
Kepler-823 b,3.09,10002.470000000001,0.0507,0.011498973,Super Earth
Kepler-824 b,4.16,11913.77,0.055,0.0123203285,Super Earth
Kepler-825 b,2.96,9747.630000000001,0.0453,0.010403832,Super Earth
Kepler-825 c,4.04,11722.640000000001,0.0759,0.022450376,Super Earth
Kepler-826 b,2.1,7963.75,0.0528,0.0123203285,Super Earth
Kepler-827 b,27.0,35095.322,0.2742,0.14209446,Neptune-like
Kepler-828 b,2.89,9620.210000000001,0.0125,0.0016427105,Super Earth
Kepler-829 b,5.1,13442.81,0.0678,0.01889117,Neptune-like
Kepler-82 b,12.15,25377.693,0.1683,0.07227926,Neptune-like
Kepler-82 c,13.9,33277.636,0.2626,0.14099932,Neptune-like
Kepler-82 d,3.78,11276.67,0.034,0.006570842,Super Earth
Kepler-82 e,6.66,15380.42,0.063,0.01615332,Neptune-like
Kepler-82 f,20.9,30201.552,0.3395,0.20725529,Neptune-like
Kepler-830 b,3.53,10830.699999999999,0.1033,0.030937715,Super Earth
Kepler-831 b,2.15,8091.17,0.0603,0.015331964,Super Earth
Kepler-832 b,4.9,13124.26,0.075,0.01943874,Super Earth
Kepler-833 b,4.74,12869.42,0.1139,0.05147159,Super Earth
Kepler-834 b,4.74,12869.42,0.0862,0.036413416,Super Earth
Kepler-835 b,8.2,17407.839,0.107,0.031211497,Neptune-like
Kepler-836 b,7.9,17058.284,0.1013,0.031211497,Neptune-like
Kepler-837 b,7.08,15939.708,0.1144,0.045448326,Neptune-like
Kepler-838 b,7.9,17058.284,0.1266,0.04298426,Neptune-like
Kepler-839 b,7.13,16009.619,0.2341,0.103490755,Neptune-like
Kepler-83 b,41.976,17617.572,0.07295,0.026830938,Gas Giant
Kepler-83 c,11.4,14751.221,0.11796,0.0550308,Super Earth
Kepler-83 d,24.6,12359.74,0.051,0.014236824,Super Earth
Kepler-841 b,23.8,32648.437,0.479,0.34058863,Neptune-like
Kepler-842 b,3.19,10193.6,0.0204,0.003285421,Super Earth
Kepler-843 b,7.22,16149.441,0.0313,0.0057494864,Neptune-like
Kepler-844 b,3.46,10703.279999999999,0.0298,0.007118412,Super Earth
Kepler-845 b,4.82,12996.84,0.017,0.0024640656,Super Earth
Kepler-846 b,6.71,15450.331,0.1399,0.054209445,Neptune-like
Kepler-847 b,1.76,7517.78,0.0315,0.0062970566,Super Earth
Kepler-848 b,3.53,10830.699999999999,0.072,0.01889117,Super Earth
Kepler-849 b,40.386,44533.307,1.1088,1.0803559,Gas Giant
Kepler-84 b,40.0,14207.33,0.0827,0.023819301,Super Earth
Kepler-84 c,20.2,14751.221,0.1072,0.035318274,Super Earth
Kepler-84 d,2.48,8791.98,0.052,0.011498973,Super Earth
Kepler-84 e,7.27,16219.352,0.181,0.07501711,Neptune-like
Kepler-84 f,5.48,14016.2,0.25,0.12210814,Neptune-like
Kepler-850 b,3.82,11340.380000000001,0.0744,0.019712524,Super Earth
Kepler-851 b,3.46,10703.279999999999,0.0802,0.023271732,Super Earth
Kepler-852 b,6.99,15869.797,0.2654,0.122929506,Neptune-like
Kepler-853 b,3.5,10766.99,0.0779,0.019712524,Super Earth
Kepler-855 b,52.788000000000004,52083.695,0.0762,0.02162902,Gas Giant
Kepler-856 b,63.282000000000004,58026.13,0.0787,0.021902807,Gas Giant
Kepler-857 b,37.2,42435.977,0.3751,0.23381247,Neptune-like
Kepler-858 b,21.1,30341.374,0.3403,0.20835043,Neptune-like
Kepler-859 b,9.75,19295.436,0.1345,0.055852156,Neptune-like
Kepler-85 b,4.54,12550.869999999999,0.0766,0.022724163,Super Earth
Kepler-85 c,20.9,13888.78,0.1007,0.034223136,Super Earth
Kepler-85 d,1.87,7645.2,0.13,0.049007528,Super Earth
Kepler-85 e,0.6,8091.17,0.163,0.068993844,Super Earth
Kepler-860 b,10.6,20204.279,0.058,0.013963039,Neptune-like
Kepler-861 b,5.82,14191.933,0.0463,0.010677618,Neptune-like
Kepler-862 b,5.52,14079.91,0.039,0.008487337,Neptune-like
Kepler-863 b,8.75,18106.949,0.122,0.042710472,Neptune-like
Kepler-864 b,6.35,14960.954,0.0687,0.015879534,Neptune-like
Kepler-865 b,6.76,15520.242,0.1057,0.03887748,Neptune-like
Kepler-866 b,3.29,10384.73,0.0331,0.007118412,Super Earth
Kepler-867 b,19.4,28943.154,0.5375,0.41122517,Neptune-like
Kepler-868 b,4.86,13060.55,0.0575,0.0136892535,Super Earth
Kepler-869 b,12.7,22511.342,0.2244,0.110609174,Neptune-like
Kepler-870 b,8.15,17337.928,0.1539,0.058590006,Neptune-like
Kepler-871 b,13.5,23350.274,0.1572,0.060232718,Neptune-like
Kepler-872 b,4.62,12678.289999999999,0.0362,0.007118412,Super Earth
Kepler-873 b,13.5,23420.185,0.1542,0.05639973,Neptune-like
Kepler-874 b,14.7,24608.672,0.2234,0.109787814,Neptune-like
Kepler-875 b,8.75,18106.949,0.1771,0.075290896,Neptune-like
Kepler-876 b,2.63,9110.529999999999,0.0549,0.013963039,Super Earth
Kepler-877 b,5.14,13506.52,0.1301,0.05065024,Neptune-like
Kepler-878 b,4.38,12296.029999999999,0.165,0.070910335,Super Earth
Kepler-879 b,7.13,16009.619,0.2012,0.091444224,Neptune-like
Kepler-87 b,324.36,84172.844,0.481,0.31403148,Gas Giant
Kepler-87 c,6.4,38311.228,0.676,0.5234771,Neptune-like
Kepler-880 b,7.56,16568.907,0.0915,0.021081451,Neptune-like
Kepler-881 b,3.82,11340.380000000001,0.0552,0.012046544,Super Earth
Kepler-882 b,2.04,7836.33,0.0449,0.0109514035,Super Earth
Kepler-883 b,3.82,11340.380000000001,0.1055,0.03559206,Super Earth
Kepler-884 b,2.04,7836.33,0.0622,0.015605749,Super Earth
Kepler-885 b,6.8,15590.153,0.1432,0.0495551,Neptune-like
Kepler-886 b,2.92,9683.92,0.067,0.016974675,Super Earth
Kepler-887 b,4.04,11722.640000000001,0.1536,0.055852156,Super Earth
Kepler-887 c,1.51,7199.23,0.0797,0.020807665,Super Earth
Kepler-888 b,3.75,11212.960000000001,0.328,0.19356604,Super Earth
Kepler-889 b,1.32,6944.39,0.0492,0.010130048,Super Earth
Kepler-890 b,58.512,55439.423,0.2944,0.14455852,Gas Giant
Kepler-891 b,33.6,39989.092,0.2881,0.14620124,Neptune-like
Kepler-892 b,8.3,17547.661,0.1015,0.03778234,Neptune-like
Kepler-893 b,9.43,18875.97,0.0699,0.017248461,Neptune-like
Kepler-894 b,8.15,17337.928,0.0916,0.026830938,Neptune-like
Kepler-895 b,2.99,9811.34,0.0328,0.007665982,Super Earth
Kepler-896 b,6.94,15799.886,0.5164,0.39561945,Neptune-like
Kepler-897 b,6.3,14891.043,0.077,0.021902807,Neptune-like
Kepler-898 b,2.83,9492.789999999999,0.0545,0.01615332,Super Earth
Kepler-899 b,7.65,16708.729,0.1392,0.052566737,Neptune-like
Kepler-8 b,187.61999999999998,98993.976,0.0474,0.009582478,Gas Giant
Kepler-900 b,4.98,13251.68,0.0679,0.019164955,Super Earth
Kepler-901 b,2.45,8728.27,0.0378,0.009582478,Super Earth
Kepler-902 b,6.99,15869.797,0.223,0.109787814,Neptune-like
Kepler-903 b,4.7,12805.71,0.0907,0.028473647,Super Earth
Kepler-903 c,6.94,15799.886,0.302,0.17221081,Neptune-like
Kepler-904 b,3.78,11276.67,0.0417,0.008213553,Super Earth
Kepler-905 b,2.57,8983.109999999999,0.0572,0.013963039,Super Earth
Kepler-906 b,5.1,13442.81,0.2359,0.11416838,Neptune-like
Kepler-907 b,1.87,7645.2,0.1225,0.043531828,Super Earth
Kepler-908 b,1.98,7772.62,0.0247,0.003559206,Super Earth
Kepler-909 b,2.76,9365.369999999999,0.1175,0.038056124,Super Earth
Kepler-90b,2.27,8346.01,0.074,0.019164955,Super Earth
Kepler-90c,1.81,7581.49,0.089,0.023819301,Super Earth
Kepler-90d,8.6,17897.216,0.32,0.16344969,Neptune-like
Kepler-90e,7.56,16568.907,0.42,0.2516085,Neptune-like
Kepler-90f,8.65,17967.127,0.48,0.34195757,Neptune-like
Kepler-90g,254.4,50545.653,0.71,0.5765914,Gas Giant
Kepler-90h,381.59999999999997,70470.288,1.01,0.90787137,Gas Giant
Kepler-910 b,0.477,5224.219999999999,0.0382,0.006570842,Terrestrial
Kepler-911 b,7.27,16219.352,0.1549,0.05557837,Neptune-like
Kepler-912 b,8.25,17477.75,0.0339,0.0068446267,Neptune-like
Kepler-913 b,4.9,13124.26,0.1009,0.028199865,Super Earth
Kepler-913 c,14.2,24049.384,0.0699,0.01615332,Neptune-like
Kepler-914 b,2.48,8791.98,0.0544,0.012046544,Super Earth
Kepler-915 b,2.86,9556.5,0.0566,0.012594113,Super Earth
Kepler-916 b,3.75,11212.960000000001,0.1885,0.08843258,Super Earth
Kepler-917 b,4.31,12168.609999999999,0.0378,0.008213553,Super Earth
Kepler-918 b,3.68,11085.539999999999,0.0569,0.013415469,Super Earth
Kepler-919 b,5.69,14052.111,0.0981,0.030116359,Neptune-like
Kepler-91 b,257.58000000000004,95568.337,0.0731,0.016974675,Gas Giant
Kepler-920 b,6.44,15100.776,0.065,0.01779603,Neptune-like
Kepler-920 c,13.8,23699.829,0.4029,0.27597538,Neptune-like
Kepler-921 b,8.6,17897.216,0.2716,0.14045174,Neptune-like
Kepler-922 b,2.6,9046.82,0.0182,0.0024640656,Super Earth
Kepler-923 b,2.48,8791.98,0.0715,0.01889117,Super Earth
Kepler-924 b,9.64,19155.614,0.3359,0.16700889,Neptune-like
Kepler-925 b,6.08,14611.399,0.1805,0.09281315,Neptune-like
Kepler-926 b,5.95,14401.666,0.2739,0.14264202,Neptune-like
Kepler-927 b,3.61,10958.119999999999,0.0866,0.024914443,Super Earth
Kepler-928 b,3.15,10129.890000000001,0.0444,0.010677618,Super Earth
Kepler-929 b,1.41,7071.81,0.0192,0.0024640656,Super Earth
Kepler-92 b,64.236,21882.143,0.1174,0.037508555,Gas Giant
Kepler-92 c,6.1,16219.352,0.1829,0.07310062,Neptune-like
Kepler-92 d,4.93,13168.857000000002,0.2754,0.13524984,Super Earth
Kepler-930 b,5.18,13570.23,0.3475,0.19575633,Neptune-like
Kepler-931 b,2.33,8473.43,0.0719,0.021902807,Super Earth
Kepler-932 b,2.45,8728.27,0.0279,0.005201916,Super Earth
Kepler-933 b,6.62,15310.509,0.1041,0.03887748,Neptune-like
Kepler-934 b,5.02,13315.39,0.2658,0.15249829,Super Earth
Kepler-935 b,2.39,8600.85,0.0527,0.013415469,Super Earth
Kepler-936 b,2.7,9237.949999999999,0.0954,0.02902122,Super Earth
Kepler-937 b,13.4,23210.452,0.3214,0.18535249,Neptune-like
Kepler-937 c,7.61,16638.818,0.5545,0.41971254,Neptune-like
Kepler-938 b,5.56,14143.62,0.2689,0.14401095,Neptune-like
Kepler-939 b,3.71,11149.25,0.1153,0.040793974,Super Earth
Kepler-93 b,4.54426,9996.099,0.053,0.012867898,Super Earth
Kepler-940 b,11.1,20833.478,0.3059,0.1631759,Neptune-like
Kepler-941 b,9.69,19225.525,0.1311,0.047638603,Neptune-like
Kepler-942 b,5.18,13570.23,0.2298,0.123203285,Neptune-like
Kepler-943 b,29.5,36982.919,0.2559,0.13634497,Neptune-like
Kepler-944 b,7.41,16429.085,0.2288,0.11854894,Neptune-like
Kepler-945 b,7.41,16429.085,0.2037,0.08487337,Neptune-like
Kepler-946 b,4.38,12296.029999999999,0.1002,0.03230664,Super Earth
Kepler-947 b,5.82,14191.933,0.1773,0.07392197,Neptune-like
Kepler-948 b,4.08,11786.35,0.0749,0.021355236,Super Earth
Kepler-949 b,8.8,18176.86,0.0774,0.023819301,Neptune-like
Kepler-94 b,10.84,21882.143,0.03106,0.0068446267,Neptune-like
Kepler-950 b,59.784,55998.711,0.3982,0.27022585,Gas Giant
Kepler-951 b,26.7,34885.589,0.3091,0.19575633,Neptune-like
Kepler-952 b,45.474,47679.302,0.5183,0.35701573,Gas Giant
Kepler-953 b,16.5,26286.536,0.392,0.24202602,Neptune-like
Kepler-953 c,1.81,7581.49,0.0862,0.024914443,Super Earth
Kepler-954 b,5.99,14471.577,0.118,0.04599589,Neptune-like
Kepler-955 b,9.96,19505.169,0.1083,0.039698835,Neptune-like
Kepler-956 b,9.27,18736.148,0.0596,0.014236824,Neptune-like
Kepler-957 b,25.9,34326.301,0.0559,0.01615332,Neptune-like
Kepler-958 b,4.9,13124.26,0.0852,0.026830938,Super Earth
Kepler-959 b,17.6,27335.201,0.1633,0.04052019,Neptune-like
Kepler-95 b,13.0,21322.855,0.1017,0.031485286,Neptune-like
Kepler-960 b,5.86,14261.844,0.0414,0.008487337,Neptune-like
Kepler-961 b,7.04,15869.797,0.1245,0.046269678,Neptune-like
Kepler-962 b,4.54,12550.869999999999,0.0984,0.033127997,Super Earth
Kepler-963 b,7.56,16568.907,0.0849,0.027378507,Neptune-like
Kepler-964 b,5.14,13506.52,0.1063,0.036960986,Neptune-like
Kepler-965 b,11.4,21113.122,0.512,0.36769336,Neptune-like
Kepler-966 b,16.0,25727.248,0.3907,0.2729637,Neptune-like
Kepler-967 b,6.12,14681.31,0.1027,0.03613963,Neptune-like
Kepler-967 c,12.9,22790.986,0.6253,0.54401094,Neptune-like
Kepler-968 b,4.66,12742.0,0.0389,0.010130048,Super Earth
Kepler-968 c,3.5,10766.99,0.052,0.015605749,Super Earth
Kepler-969 b,4.94,13187.97,0.2027,0.0936345,Super Earth
Kepler-969 c,0.937,6307.29,0.0272,0.0046543465,Terrestrial
Kepler-96 b,8.46,16638.818,0.1235,0.044353183,Neptune-like
Kepler-970 b,7.31,16289.263,0.139,0.045722112,Neptune-like
Kepler-971 b,5.18,13570.23,0.0827,0.026283368,Neptune-like
Kepler-972 b,19.5,29013.065,0.0734,0.019164955,Neptune-like
Kepler-973 b,4.5,12487.16,0.2508,0.1357974,Super Earth
Kepler-974 b,3.09,10002.470000000001,0.0419,0.011498973,Super Earth
Kepler-975 b,2.79,9429.08,0.0303,0.0054757018,Super Earth
Kepler-976 b,14.9,24678.583,0.4217,0.29021218,Neptune-like
Kepler-977 b,7.37,16359.174,0.162,0.073648185,Neptune-like
Kepler-978 b,9.22,18666.237,0.2726,0.1357974,Neptune-like
Kepler-979 b,7.85,16988.373,0.0753,0.022176592,Neptune-like
Kepler-97 b,3.51,9429.08,0.0356,0.007118412,Super Earth
Kepler-980 b,7.61,16638.818,0.1005,0.03175907,Neptune-like
Kepler-981 b,5.95,14401.666,0.0535,0.0123203285,Neptune-like
Kepler-982 b,5.69,14052.111,0.1291,0.04325804,Neptune-like
Kepler-983 b,6.17,14751.221,0.3148,0.16454482,Neptune-like
Kepler-984 b,5.14,13506.52,0.2327,0.117727585,Neptune-like
Kepler-985 b,9.17,18596.326,0.4451,0.31841207,Neptune-like
Kepler-986 b,6.17,14751.221,0.276,0.15441479,Neptune-like
Kepler-987 b,10.7,20344.101,0.4238,0.2882957,Neptune-like
Kepler-988 b,4.94,13187.97,0.1085,0.04873374,Super Earth
Kepler-989 b,5.52,14079.91,0.0734,0.021902807,Neptune-like
Kepler-98 b,3.55,12678.289999999999,0.0256,0.0041067763,Neptune-like
Kepler-990 b,7.27,16219.352,0.0883,0.027104722,Neptune-like
Kepler-990 c,2.96,9747.630000000001,0.0127,0.0013689254,Super Earth
Kepler-991 b,6.99,15869.797,0.3104,0.2258727,Neptune-like
Kepler-992 b,3.26,10321.02,0.1339,0.055304587,Super Earth
Kepler-993 b,9.11,18526.415,0.13,0.060506504,Neptune-like
Kepler-994 b,3.19,10193.6,0.0177,0.003285421,Super Earth
Kepler-995 b,7.75,16848.551,0.1701,0.07748117,Neptune-like
Kepler-996 b,4.58,12614.58,0.0474,0.010403832,Super Earth
Kepler-997 b,2.42,8664.560000000001,0.0397,0.0073921974,Super Earth
Kepler-998 b,5.99,14471.577,0.0626,0.015605749,Neptune-like
Kepler-999 b,6.08,14611.399,0.0681,0.016427105,Neptune-like
Kepler-99 b,6.15,9429.08,0.0503,0.012594113,Super Earth
Kepler-9 b,43.4229,51734.14,0.143,0.052566737,Gas Giant
Kepler-9 c,29.9,50405.831,0.227,0.10677618,Neptune-like
Kepler-9 d,3.33,10448.439999999999,0.0273,0.0043805614,Super Earth
KIC 3526061 b,5771.7,75503.88,5.14,9.7,Gas Giant
KIC 5095269 b,2446.374,78999.43,0.8,0.6507871,Gas Giant
KIC 5437945 b,33.6,39919.181,1.1455,1.2068446,Neptune-like
KIC 9663113 b,19.2,28663.51,1.4062,1.6,Neptune-like
KMT-2016-BLG-0212L b,5724.0,75503.88,2.2,4.7,Gas Giant
KMT-2016-BLG-1107L b,1043.994,81795.87,0.342,0.6666667,Gas Giant
KMT-2016-BLG-1397L b,2226.0,78999.43,5.1,17.2,Gas Giant
KMT-2016-BLG-1820L b,1453.26,80397.65,1.08,5.6,Gas Giant
KMT-2016-BLG-1836L b,699.6,83194.09,3.5,9.4,Gas Giant
KMT-2016-BLG-2142L b,4925.82,76202.99,0.83,2.9,Gas Giant
KMT-2016-BLG-2364L b,1249.74,81096.76,2.63,6.0,Gas Giant
KMT-2016-BLG-2397L b,836.3399999999999,82494.98,3.64,8.7,Gas Giant
KMT-2016-BLG-2605L b,245.178,87388.75,0.681,2.3,Gas Giant
KMT-2017-BLG-0165L b,34.0,40198.825,3.45,7.4,Neptune-like
KMT-2017-BLG-0673L b,1167.06,81096.76,2.34,4.5,Gas Giant
KMT-2017-BLG-1038L b,636.0,83194.09,1.8,4.0,Gas Giant
KMT-2017-BLG-1146L b,225.78,87388.75,1.6,3.5,Gas Giant
KMT-2017-BLG-2509L b,664.62,83194.09,2.14,4.6,Gas Giant
KMT-2018-BLG-0029L b,7.59,16638.818,4.27,8.3,Neptune-like
KMT-2018-BLG-0748L b,60.42,56208.444,0.62,1.6,Gas Giant
KMT-2018-BLG-1025L b,6.059,14541.488,1.305,3.2,Neptune-like
KMT-2018-BLG-1292L b,1405.56,80397.65,6.03,14.2,Gas Giant
KMT-2018-BLG-1743L b,77.91,65506.607,1.449,4.0,Gas Giant
KMT-2018-BLG-1976L b,705.96,83194.09,3.54,8.3,Gas Giant
KMT-2018-BLG-1988L b,5.56,14143.62,3.09,7.9,Neptune-like
KMT-2018-BLG-1990L b,110.66399999999999,81096.76,0.763,2.2,Gas Giant
KMT-2018-BLG-1996L b,346.62,85990.53,4.27,10.6,Gas Giant
KMT-2019-BLG-0371L b,2448.6,78999.43,0.79,2.3,Gas Giant
KMT-2019-BLG-0414L b,1453.26,80397.65,1.16,1.5,Gas Giant
