nom,masse,rayon,rayonOrbite,periodeOrbite,type
KMT-2019-BLG-0842L b,10.28,19854.724,3.31,6.9,Neptune-like
KMT-2019-BLG-1339L b,397.5,85291.42,2.15,4.6,Gas Giant
KMT-2019-BLG-1715L b,814.08,82494.98,3.32,7.7,Gas Giant
KMT-2020-BLG-0414L b,0.96,6351.887,1.26,2.8,Terrestrial
KMT-2020-BLG-0414L c,4897.2,76202.99,0.12,0.08158795,Gas Giant
KMT-2021-BLG-0119L b,1755.36,79698.54,2.92,6.7,Gas Giant
KMT-2021-BLG-0171L b,11.2,20903.389,3.5,7.4,Neptune-like
KMT-2021-BLG-0192L b,34.96112,40897.935,1.62,4.0,Neptune-like
KMT-2021-BLG-0240L b,66.78,59843.816,2.8,6.3,Gas Giant
KMT-2021-BLG-0320L b,31.78284,38660.783,1.54,3.4,Neptune-like
KMT-2021-BLG-0912L b,2.81,9492.789999999999,3.14,6.2,Super Earth
KMT-2021-BLG-1077L b,69.96,61521.68,1.26,3.8,Gas Giant
KMT-2021-BLG-1077L c,79.5,66345.53899999999,0.93,2.4,Gas Giant
KMT-2021-BLG-1303L b,120.84,84592.31,2.89,6.5,Gas Giant
KMT-2021-BLG-1554L b,38.13941,43065.176,0.72,2.2,Gas Giant
KMT-2021-BLG-1689L b,46.02414,48098.768,2.5,5.2,Gas Giant
KMT-2021-BLG-1898L b,232.14,87388.75,1.9,3.8,Gas Giant
KMT-2021-BLG-2294L b,22.24799,31320.128,1.15,3.3,Neptune-like
KOI-1257 b,461.09999999999997,65716.34,0.382,0.23709787,Gas Giant
KOI-12 b,349.8,85990.53,0.154,0.049007528,Gas Giant
KOI-13 b,2951.04,105705.432,0.03641,0.004928131,Gas Giant
KOI-142 b,9.5,21462.677,0.098,0.029842572,Neptune-like
KOI-142 c,214.33200000000002,87388.75,0.15525,0.06105407,Gas Giant
KOI-1599.01,4.6,12104.9,0.14728,0.055852156,Super Earth
KOI-1599.02,9.0,12104.9,0.112293,0.037234772,Super Earth
KOI-1783.01,71.03802,55229.69,0.5135,0.36824092,Gas Giant
KOI-1783.02,15.0,33906.835,0.8453,0.7780972,Neptune-like
KOI-1831 d,2.23,7199.23,0.1949,0.0936345,Super Earth
KOI-1833 d,11.02,16079.53,0.0634,0.021081451,Super Earth
KOI-3503 b,9.2,7581.49,0.1462,0.05804244,Super Earth
KOI-3503 c,10.36,7708.91,0.1911,0.087063655,Super Earth
KOI-3680 b,613.74,69211.89,0.534,0.38658452,Gas Giant
KOI-4777.01,99.25416,3249.21,0.008,0.0010951404,Gas Giant
KOI-55 b,0.44,4835.589,0.006,0.0005475702,Terrestrial
KOI-55 c,0.655,5523.657,0.0076,0.00082135526,Terrestrial
KOI-7368 b,5.56,14143.62,0.0678,0.018617386,Neptune-like
KOI-7913 b,6.08,14611.399,0.1456,0.06652977,Neptune-like
KOI-94 b,10.5,10894.41,0.05119,0.010130048,Super Earth
KOI-94 c,15.6,26915.735,0.1013,0.028473647,Neptune-like
KOI-94 d,106.212,70260.555,0.1684,0.06105407,Gas Giant
KOI-94 e,35.0,40897.935,0.3046,0.1486653,Neptune-like
KOI-984 b,17.1,26845.824,0.0504,0.011772759,Neptune-like
KOI-984 c,209.9118,87388.75,0.1467,0.058863793,Gas Giant
KPS-1 b,346.62,72008.33,0.0269,0.0046543465,Gas Giant
L 168-9 b,4.6,8855.689999999999,0.02091,0.003832991,Super Earth
L 98-59 b,0.4,5415.349999999999,0.02191,0.0062970566,Terrestrial
L 98-59 c,2.22,8823.835000000001,0.0304,0.010130048,Super Earth
L 98-59 d,1.94,9690.291,0.0486,0.02053388,Super Earth
L 98-59 e,3.06,9938.76,0.0717,0.03504449,Super Earth
LHS 1140 b,6.38,10416.585000000001,0.0957,0.06762492,Super Earth
LHS 1140 c,1.76,7447.6990000000005,0.02734,0.010403832,Super Earth
LHS 1478 b,2.33,7912.782,0.01848,0.005201916,Super Earth
LHS 1678 b,0.35,4434.215999999999,0.01251,0.0024640656,Terrestrial
LHS 1678 c,1.4,6256.322,0.0331,0.010130048,Super Earth
LHS 1815 b,8.7,6931.648,0.0404,0.010403832,Super Earth
LHS 3844 b,2.25,8301.413,0.00622,0.0013689254,Super Earth
LP 714-47 b,30.8,29292.709,0.0417,0.011225188,Neptune-like
LP 791-18 b,1.46,7135.52,0.00969,0.0024640656,Super Earth
LP 791-18 c,5.95,14401.666,0.029392,0.0136892535,Neptune-like
LP 890-9 b,13.2,8409.720000000001,0.01875,0.0073921974,Super Earth
LP 890-9 c,25.3,8709.157,0.03984,0.023271732,Super Earth
LSPM J2116+0234 b,13.3,23140.541,0.0876,0.03942505,Neptune-like
LTT 1445 A b,2.87,8314.154999999999,0.03813,0.014784395,Super Earth
LTT 1445 A c,1.54,7307.537,0.02661,0.008487337,Super Earth
LTT 3780 b,2.62,8486.172,0.01211,0.0021902807,Super Earth
LTT 3780 c,8.6,14331.755,0.07673,0.033675566,Super Earth
LTT 9779 b,29.32,29432.531,0.01679,0.0021902807,Neptune-like
Lupus-TR-3 b,257.58000000000004,62220.79,0.0464,0.010677618,Gas Giant
MASCARA-1 b,1176.6000000000001,111647.867,0.040352,0.0057494864,Gas Giant
MASCARA-4 b,985.8000000000001,106963.83,0.047,0.007665982,Gas Giant
MOA-2007-BLG-192L b,3.3,10384.73,0.62,2.0,Super Earth
MOA-2007-BLG-400L b,263.94,86689.64,6.5,30.3,Gas Giant
MOA-2008-BLG-310L b,23.4,32298.882,1.1,2.5,Neptune-like
MOA-2008-BLG-379L b,1303.8,81096.76,2.7,5.9,Gas Giant
MOA-2009-BLG-266L b,10.4,19994.546,3.2,7.7,Neptune-like
MOA-2009-BLG-319L b,67.416,60123.46,2.03,4.0,Gas Giant
MOA-2009-BLG-387L b,826.8000000000001,82494.98,1.8,5.4,Gas Giant
MOA-2010-BLG-073L b,3498.0,77601.21,1.21,3.3,Gas Giant
MOA-2010-BLG-117L b,171.72,88786.97,2.42,4.9,Gas Giant
MOA-2010-BLG-328L b,9.2,18596.326,0.92,2.7,Neptune-like
MOA-2010-BLG-353L b,85.86,69491.534,1.72,5.3,Gas Giant
MOA-2010-BLG-477L b,477.0,84592.31,2.0,3.5,Gas Giant
MOA-2011-BLG-028L b,30.0,37402.385,4.14,9.7,Neptune-like
MOA-2011-BLG-262L b,17.0,26775.913,0.95,2.8,Neptune-like
MOA-2011-BLG-291L b,18.0,27684.756,0.69,1.5,Neptune-like
MOA-2011-BLG-293L b,1526.3999999999999,80397.65,1.1,8.2,Gas Giant
MOA-2011-BLG-322L b,3688.7999999999997,77601.21,4.3,14.3,Gas Giant
MOA-2012-BLG-006L b,2671.2000000000003,78300.32,10.2,46.6,Gas Giant
MOA-2012-BLG-505L b,6.7,15450.331,0.9,2.7,Neptune-like
MOA-2013-BLG-220L b,871.32,82494.98,3.03,5.6,Gas Giant
MOA-2013-BLG-605L b,3.24,10321.02,0.93,6.3,Super Earth
MOA-2015-BLG-337L b,33.7,39989.092,0.24,1.1756331,Neptune-like
MOA-2016-BLG-227L b,890.4,82494.98,1.39,3.0,Gas Giant
MOA-2016-BLG-319L b,197.16,88087.86,0.95,2.4,Gas Giant
MOA-2020-BLG-135L b,11.3,21043.211,1.11,2.4,Neptune-like
MOA-bin-1L b,1176.6000000000001,81096.76,8.3,27.6,Gas Giant
MOA-bin-29 b,190.79999999999998,88087.86,0.48,1.9,Gas Giant
mu2 Scorpii b,4579.2,76202.99,242.4,1251.8,Gas Giant
Mu Leonis b,763.1999999999999,82494.98,1.1,0.979603,Gas Giant
MXB 1658-298 b,7536.599999999999,74804.77,1.613,2.1,Gas Giant
NGC 2682 Sand 364 b,2127.42,78999.43,0.53,0.33319643,Gas Giant
NGTS-10 b,687.516,84242.755,0.0143,0.0021902807,Gas Giant
NGTS-11 b,109.392,57117.287,0.201,0.0971937,Gas Giant
NGTS-12 b,66.14399999999999,73266.728,0.0757,0.02053388,Gas Giant
NGTS-13 b,1539.12,79838.362,0.0549,0.011225188,Gas Giant
NGTS-14 A b,29.24036,31040.484,0.0403,0.009582478,Neptune-like
NGTS-15 b,238.818,76902.1,0.0441,0.009034907,Gas Giant
NGTS-16 b,212.10600000000002,90884.3,0.0523,0.013141684,Gas Giant
NGTS-17 b,242.952,86689.64,0.0391,0.008761123,Gas Giant
NGTS-18 b,130.06199999999998,84592.31,0.0448,0.008487337,Gas Giant
NGTS-1 b,258.216,92981.63,0.0326,0.007118412,Gas Giant
NGTS-20 b,947.64,74804.77,0.313,0.14839152,Gas Giant
NGTS-21 b,750.4799999999999,92981.63,0.0236,0.0041067763,Gas Giant
NGTS-23 b,194.934,88577.237,0.0504,0.011225188,Gas Giant
NGTS-24 b,165.36,84871.954,0.0479,0.009582478,Gas Giant
NGTS-25 b,203.202,71518.953,0.0388,0.007665982,Gas Giant
NGTS-2 b,235.32,111508.045,0.063,0.0123203285,Gas Giant
NGTS-3 A b,756.8399999999999,103468.28,0.023,0.0046543465,Gas Giant
NGTS-4 b,20.6,19854.724,0.019,0.003559206,Neptune-like
NGTS-5 b,72.822,79418.896,0.0382,0.009308693,Gas Giant
NGTS-6 b,425.80199999999996,92701.986,0.01677,0.0024640656,Gas Giant
NGTS-8 b,295.74,76202.99,0.035,0.0068446267,Gas Giant
NGTS-9 b,922.1999999999999,74804.77,0.058,0.012046544,Gas Giant
NN Serpentis c,2330.94,78999.43,5.35,15.3,Gas Giant
NN Serpentis d,731.4,83194.09,3.43,7.9,Gas Giant
NSVS 14256825 b,4499.7,76902.1,3.12,8.8,Gas Giant
Nu Octantis A b,763.1999999999999,82494.98,1.25,1.1416838,Gas Giant
Nu Ophiuchi b,7061.508,74804.77,1.79,1.5,Gas Giant
Nu Ophiuchi c,7842.516,74804.77,5.931,8.7,Gas Giant
NY Virginis b,731.4,83194.09,3.3,8.7,Gas Giant
OGLE-2003-BLG-235L b,826.8000000000001,82494.98,4.3,11.2,Gas Giant
OGLE-2005-BLG-071L b,1208.3999999999999,81096.76,3.6,10.1,Gas Giant
OGLE-2005-BLG-169L b,14.1,23979.473,3.5,7.9,Neptune-like
OGLE-2005-BLG-390L b,5.5,14079.91,2.6,9.0,Neptune-like
OGLE-2006-BLG-109L b,231.186,87388.75,2.3,4.9,Gas Giant
OGLE-2006-BLG-109L c,85.86,69491.534,4.5,13.5,Gas Giant
OGLE-2006-BLG-284L A b,144.07626,88786.97,2.17,5.4,Gas Giant
OGLE-2007-BLG-349L AB c,80.04378,66555.272,2.59,7.0,Gas Giant
OGLE-2007-BLG-368L b,20.0,29432.531,2.8,5.9,Neptune-like
OGLE-2008-BLG-092L b,57.239999999999995,54530.58,15.0,69.0,Gas Giant
OGLE-2008-BLG-355L b,1462.8,80397.65,1.7,3.6,Gas Giant
OGLE-2011-BLG-0173L b,60.42,56208.444,8.0,35.4,Gas Giant
OGLE-2011-BLG-0251L b,168.54000000000002,88786.97,2.72,8.8,Gas Giant
OGLE-2011-BLG-0265L b,279.84,86689.64,1.89,5.7,Gas Giant
OGLE-2012-BLG-0026L b,46.11,48098.768,4.0,7.8,Gas Giant
OGLE-2012-BLG-0026L c,273.48,86689.64,4.8,10.2,Gas Giant
OGLE-2012-BLG-0358L b,588.3000000000001,83893.2,0.87,5.7,Gas Giant
OGLE-2012-BLG-0406L b,868.14,82494.98,3.45,9.7,Gas Giant
OGLE-2012-BLG-0563L b,124.02000000000001,84592.31,0.74,1.0915811,Gas Giant
OGLE-2012-BLG-0724L b,149.45999999999998,88786.97,1.6,3.8,Gas Giant
OGLE-2012-BLG-0838L b,53.106,52293.428,4.43,14.8,Gas Giant
OGLE-2012-BLG-0950L b,35.0,40897.935,2.6,5.6,Neptune-like
OGLE-2013-BLG-0102L b,4134.0,76902.1,0.8,2.3,Gas Giant
OGLE-2013-BLG-0132L b,92.22,72008.33,3.6,9.3,Gas Giant
OGLE-2013-BLG-0341L B b,1.66,7390.36,0.702,1.8,Super Earth
OGLE-2013-BLG-0911L b,3024.18,78300.32,0.39,0.45229295,Gas Giant
OGLE-2013-BLG-1721L b,203.52,88087.86,2.6,6.2,Gas Giant
OGLE-2013-BLG-1761L b,858.6,82494.98,1.8,4.2,Gas Giant
OGLE-2014-BLG-0124L b,162.18,88786.97,3.11,6.5,Gas Giant
OGLE-2014-BLG-0319L b,181.26,88087.86,3.49,9.0,Gas Giant
OGLE-2014-BLG-0676L b,1170.24,81096.76,4.53,11.3,Gas Giant
OGLE-2014-BLG-1722L b,55.331999999999994,53551.826,1.5,2.9,Gas Giant
OGLE-2014-BLG-1722L c,83.634,68372.958,1.7,3.5,Gas Giant
OGLE-2014-BLG-1760L b,178.08,88087.86,1.75,3.2,Gas Giant
OGLE-2015-BLG-0051L b,228.95999999999998,87388.75,0.73,2.0,Gas Giant
OGLE-2015-BLG-0954L b,1081.2,81795.87,1.6,3.7,Gas Giant
OGLE-2015-BLG-0966L b,21.0,30271.463,2.7,7.2,Neptune-like
OGLE-2015-BLG-1649L b,807.72,82494.98,2.07,5.1,Gas Giant
OGLE-2015-BLG-1670L b,17.9,27544.934,2.62,5.7,Neptune-like
OGLE-2015-BLG-1771L b,137.694,89486.08,0.85,2.8,Gas Giant
OGLE-2016-BLG-0263L b,1303.8,81096.76,5.4,34.8,Gas Giant
OGLE-2016-BLG-0613L AB b,1329.24,81096.76,6.4,19.1,Gas Giant
OGLE-2016-BLG-1067L b,136.74,89486.08,1.7,4.0,Gas Giant
OGLE-2016-BLG-1190L b,4254.84,76902.1,2.17,3.3,Gas Giant
OGLE-2016-BLG-1195L b,1.43,7071.81,1.16,4.4,Super Earth
OGLE-2016-BLG-1227L b,251.22,86689.64,3.4,19.8,Gas Giant
OGLE-2017-BLG-0173L b,3.269,10321.02,3.913,12.2,Super Earth
OGLE-2017-BLG-0373L b,127.518,87388.75,2.424,7.6,Gas Giant
OGLE-2017-BLG-0406L b,130.38,88786.97,3.5,8.8,Gas Giant
OGLE-2017-BLG-0482L b,9.0,18386.593,1.8,5.4,Neptune-like
OGLE-2017-BLG-0604L b,162.18,88786.97,4.06,9.8,Gas Giant
OGLE-2017-BLG-1049L b,1758.5400000000002,79698.54,3.92,10.5,Gas Giant
OGLE-2017-BLG-1099L b,960.36,81795.87,2.73,6.7,Gas Giant
OGLE-2017-BLG-1140L b,505.62,84592.31,1.02,2.2,Gas Giant
OGLE-2017-BLG-1375L b,3587.04,77601.21,3.04,5.9,Gas Giant
OGLE-2017-BLG-1434L b,4.43,12359.74,1.18,2.7,Super Earth
OGLE-2017-BLG-1522L b,238.5,87388.75,0.59,2.3,Gas Giant
OGLE-2017-BLG-1691L b,14.62011,24468.85,2.41,5.6,Neptune-like
OGLE-2018-BLG-0383L b,6.4,15030.865,1.8,7.6,Neptune-like
OGLE-2018-BLG-0532L b,6.228,14821.132,1.064,2.5,Neptune-like
OGLE-2018-BLG-0567L b,101.76,76902.1,2.72,9.0,Gas Giant
OGLE-2018-BLG-0596L b,13.93,23769.74,0.97,2.0,Neptune-like
OGLE-2018-BLG-0677L b,3.96,11595.220000000001,0.63,1.4,Super Earth
OGLE-2018-BLG-0740L b,1526.3999999999999,80397.65,5.0,15.0,Gas Giant
OGLE-2018-BLG-0962L b,426.12,85291.42,3.59,9.3,Gas Giant
OGLE-2018-BLG-1011L b,572.4,83893.2,1.8,5.7,Gas Giant
OGLE-2018-BLG-1011L c,890.4,82494.98,0.8,1.7,Gas Giant
OGLE-2018-BLG-1185L b,8.4,17687.483,1.54,3.1,Neptune-like
OGLE-2018-BLG-1269L b,213.06,87388.75,4.51,9.1,Gas Giant
OGLE-2018-BLG-1428L b,244.86,87388.75,3.3,9.1,Gas Giant
OGLE-2018-BLG-1700L b,1399.2,80397.65,2.8,7.2,Gas Giant
OGLE-2019-BLG-0299L b,1977.9599999999998,79698.54,2.8,6.1,Gas Giant
OGLE-2019-BLG-0304L b,162.18,88786.97,1.23,2.6,Gas Giant
OGLE-2019-BLG-0362L b,1036.6799999999998,81795.87,2.18,5.0,Gas Giant
OGLE-2019-BLG-0468L b,1090.74,81795.87,3.29,6.2,Gas Giant
OGLE-2019-BLG-0468L c,3249.96,77601.21,2.77,4.8,Gas Giant
OGLE-2019-BLG-0954L b,4515.599999999999,76902.1,2.65,4.8,Gas Giant
OGLE-2019-BLG-0960L b,2.5,8855.689999999999,1.9,3.7,Super Earth
OGLE-2019-BLG-1470L AB c,699.6,83194.09,3.2,7.6,Gas Giant
OGLE2-TR-L9 b,1431.0,112556.71,0.0308,0.0068446267,Gas Giant
OGLE-TR-10 b,197.16,87388.75,0.0434,0.008487337,Gas Giant
OGLE-TR-111 b,174.9,71239.309,0.0473,0.0109514035,Gas Giant
OGLE-TR-113 b,400.68,76412.723,0.02289,0.003832991,Gas Giant
OGLE-TR-132 b,375.23999999999995,83893.2,0.03035,0.0046543465,Gas Giant
OGLE-TR-182 b,321.18,78999.43,0.051,0.0109514035,Gas Giant
OGLE-TR-211 b,327.54,95078.96,0.051,0.010130048,Gas Giant
OGLE-TR-56 b,442.02,95288.693,0.02383,0.003285421,Gas Giant
Omega Serpentis b,540.6,83893.2,1.1,0.75838464,Gas Giant
Omicron Coronae Borealis b,477.0,84592.31,0.83,0.5141684,Gas Giant
Omicron Ursae Majoris b,1303.8,81096.76,3.9,4.5,Gas Giant
Ophiuchi 11 b,4452.0,76902.1,243.0,20000.0,Gas Giant
PDS 70 b,954.0,190157.92,20.0,119.2,Gas Giant
PDS 70 c,636.0,142618.44,34.0,227.5,Gas Giant
PH1 b,168.858,38520.961,0.652,0.37864476,Neptune-like
PH2 b,25440.0,63129.633,0.828,0.77344286,Gas Giant
Pi Mensae c,3.63,13124.26,0.068647,0.017248461,Neptune-like
POTS-1 b,734.58,65786.25099999999,0.03734,0.008761123,Gas Giant
Pr0201 b,171.72,88786.97,0.06,0.012046544,Gas Giant
Pr0211 b,597.8399999999999,83893.2,0.03176,0.0057494864,Gas Giant
Pr0211 c,2477.22,78300.32,5.5,13.3,Gas Giant
Proxima Centauri b,1.07,6562.13,0.04856,0.030663928,Super Earth
psi1 Draconis B b,486.54,84592.31,4.43,8.5,Gas Giant
PSR B0329+54 b,1.97,7772.62,10.26,27.8,Super Earth
PSR B1257+12 b,0.02,2153.398,0.19,0.06926762,Terrestrial
PSR B1257+12 c,4.3,12168.609999999999,0.36,0.18206708,Super Earth
PSR B1257+12 d,3.9,11467.800000000001,0.46,0.26885694,Super Earth
PSR B1620-26 b,795.0,82494.98,23.0,95.0,Gas Giant
PSR J2322-2650 b,252.77820000000003,86689.64,0.0102,0.00082135526,Gas Giant
Qatar-10 b,234.048,107872.673,0.0286,0.0043805614,Gas Giant
Qatar-1 b,411.492,79908.273,0.02332,0.003832991,Gas Giant
Qatar-2 b,793.0920000000001,87668.394,0.02153,0.003559206,Gas Giant
Qatar-3 b,1370.58,76622.456,0.03783,0.0068446267,Gas Giant
Qatar-4 b,1939.8,79348.985,0.02803,0.004928131,Gas Giant
Qatar-5 b,1373.76,77391.477,0.04127,0.007939767,Gas Giant
Qatar-6 b,212.424,74245.482,0.0423,0.009582478,Gas Giant
Qatar-7 b,597.8399999999999,118848.7,0.0352,0.0054757018,Gas Giant
Qatar-8 b,117.978,89835.635,0.0474,0.010130048,Gas Giant
Qatar-9 b,378.41999999999996,70540.199,0.0234,0.0041067763,Gas Giant
Rho Coronae Borealis b,332.27819999999997,85990.53,0.2196,0.10896646,Gas Giant
Rho Coronae Borealis c,25.0,33557.28,0.4123,0.2806297,Neptune-like
Ross 128 b,1.4,7071.81,0.0496,0.027104722,Super Earth
Ross 458 c,1908.0,87388.75,1100.0,48780.2,Gas Giant
Ross 508 b,4.0,11658.93,0.05366,0.02956879,Super Earth
ROXs 12 b,5088.0,76202.99,210.0,3264.5,Gas Giant
ROXs 42 B b,2862.0,78300.32,157.0,1968.3,Gas Giant
RR Caeli b,1335.6000000000001,81096.76,5.3,11.9,Gas Giant
SWEEPS-11 b,3084.6,78999.43,0.03,0.004928131,Gas Giant
SWEEPS-4 b,1208.3999999999999,56627.91,0.055,0.011498973,Gas Giant
TAP 26 b,527.88,83893.2,0.0968,0.02956879,Gas Giant
Tau Bootis b,1892.1000000000001,79698.54,0.049,0.009034907,Gas Giant
Tau Ceti e,3.93,11531.51,0.538,0.44599587,Super Earth
Tau Ceti f,3.93,11531.51,1.334,1.7,Super Earth
Tau Ceti g,1.75,7517.78,0.133,0.054757014,Super Earth
Tau Ceti h,1.83,7581.49,0.243,0.13524984,Super Earth
Tau Geminorum b,6550.8,75503.88,1.17,0.83641344,Gas Giant
TCP J05074264+2447555 b,20.0,29432.531,0.94,1.1863108,Neptune-like
Teegarden's Star b,1.05,6498.42,0.0252,0.013415469,Super Earth
Teegarden's Star c,1.11,6625.84,0.0443,0.031211497,Super Earth
TIC 172900988 b,942.50748,70190.644,0.90281,0.5489391,Gas Giant
TIC 237913194 b,617.556,78090.587,0.1207,0.04161533,Gas Giant
TIC 257060897 b,213.06,104167.39,0.051,0.010130048,Gas Giant
TOI-1062 b,10.15,14122.022,0.052,0.011225188,Super Earth
TOI-1062 c,9.78,19295.436,0.08,0.021902807,Neptune-like
TOI-1064 b,13.5,16149.441,0.06152,0.017522246,Super Earth
TOI-1064 c,2.5,16568.907,0.09429,0.03340178,Neptune-like
TOI-1075 b,9.95,11410.461,0.01159,0.0016427105,Super Earth
TOI-1107 b,1065.3,90884.3,0.0561,0.011225188,Gas Giant
TOI-1130 b,12.9,22790.986,0.04394,0.011225188,Neptune-like
TOI-1130 c,309.73199999999997,104866.5,0.07098,0.022997946,Gas Giant
TOI-1201 b,6.28,15030.865,0.0287,0.0068446267,Neptune-like
TOI-1227 b,66.462,59703.994,0.0886,0.07501711,Gas Giant
TOI-122 b,7.85,16988.373,0.0392,0.013963039,Neptune-like
TOI-1231 b,15.4,22790.986,0.1288,0.066255994,Neptune-like
TOI-1235 b,5.9,10792.474,0.03826,0.009308693,Super Earth
TOI-1246 b,8.1,18806.059,0.049,0.011772759,Neptune-like
TOI-1246 c,8.8,15660.064,0.061,0.01615332,Super Earth
TOI-1246 d,5.3,21882.143,0.131,0.051197812,Neptune-like
TOI-1246 e,14.8,23560.007,0.211,0.10376455,Neptune-like
TOI-1259 A b,140.238,71449.042,0.0407,0.009582478,Gas Giant
TOI-125 b,9.5,16988.373,0.05186,0.012867898,Neptune-like
TOI-125 c,6.63,17198.106,0.0814,0.025188226,Neptune-like
TOI-125 d,13.6,18246.771,0.137,0.054757014,Neptune-like
TOI-1260 b,8.56,15030.865,0.0367,0.008487337,Super Earth
TOI-1260 c,13.2,17198.106,0.0657,0.02053388,Super Earth
TOI-1260 d,11.84,19435.258,0.1116,0.045448326,Neptune-like
TOI-1266 b,13.5,14751.221,0.0736,0.029842572,Super Earth
TOI-1266 c,2.2,9938.76,0.1058,0.05147159,Super Earth
TOI-1268 b,96.45258000000001,56767.732,0.0711,0.022450376,Gas Giant
TOI-1272 b,24.6,25797.159,0.0412,0.009034907,Neptune-like
TOI-1272 c,26.7,34885.589,0.0783,0.023819301,Neptune-like
TOI-1278 b,5883.0,76202.99,0.095,0.039698835,Gas Giant
TOI-1288 b,42.0237,32648.437,0.0429,0.0073921974,Gas Giant
TOI-1296 b,94.764,86060.441,0.0497,0.010677618,Gas Giant
TOI-1298 b,113.208,58795.151,0.059,0.0123203285,Gas Giant
TOI-132 b,22.4,21322.855,0.026,0.0057494864,Neptune-like
TOI-1333 b,753.6600000000001,97595.756,0.0626,0.012867898,Gas Giant
TOI-1338 b,33.0,42715.621,0.4607,0.2606434,Neptune-like
TOI-1411 b,2.42,8664.560000000001,0.023,0.0041067763,Super Earth
TOI-1422 b,9.0,24678.583,0.108,0.03559206,Neptune-like
TOI-1431 b,992.1600000000001,104167.39,0.046,0.0073921974,Gas Giant
TOI-1442 b,1.71,7454.07,0.0071,0.0010951404,Super Earth
TOI-1452 b,4.82,10652.312,0.061,0.030390145,Super Earth
TOI-1478 b,270.618,74105.66,0.0903,0.027926078,Gas Giant
TOI-150.01,798.18,87738.305,0.07037,0.01615332,Gas Giant
TOI-1518 b,731.4,131083.125,0.0389,0.005201916,Gas Giant
TOI-157 b,375.23999999999995,89905.546,0.03138,0.0057494864,Gas Giant
TOI-1601 b,314.82,86619.729,0.06864,0.01451061,Gas Giant
TOI-1634 b,4.91,11404.09,0.01545,0.0027378509,Super Earth
TOI-163 b,387.96,104097.479,0.058,0.011498973,Gas Giant
TOI-1670 b,41.34,13124.26,0.103,0.030116359,Super Earth
TOI-1670 c,200.34,69002.15699999999,0.249,0.111430526,Gas Giant
TOI-1685 b,3.78,10830.699999999999,0.011557,0.0019164955,Super Earth
TOI-1693 b,2.57,8983.109999999999,0.0226,0.004928131,Super Earth
TOI-1696 b,48.825720000000004,19295.436,0.0229,0.0068446267,Gas Giant
TOI-169 b,251.538,75923.346,0.03524,0.0062970566,Gas Giant
TOI-1710 b,28.3,33277.636,0.16,0.06652977,Neptune-like
TOI-1728 b,26.78,31529.861,0.0391,0.009582478,Neptune-like
TOI-172 b,1723.56,67464.11499999999,0.0914,0.026009582,Gas Giant
TOI-1749 b,57.03012,8855.689999999999,0.0291,0.006570842,Super Earth
TOI-1749 c,14.0,13506.52,0.0443,0.0123203285,Neptune-like
TOI-1749 d,15.0,15729.975,0.0707,0.024640657,Neptune-like
TOI-1759 b,10.8,19575.08,0.1177,0.051745377,Neptune-like
TOI-1789 b,222.6,100671.84,0.04882,0.008761123,Gas Giant
TOI-178 b,1.5,7339.392,0.02607,0.005201916,Super Earth
TOI-178 c,4.77,10633.199,0.037,0.008761123,Super Earth
TOI-178 d,3.01,16009.619,0.0592,0.018069815,Neptune-like
TOI-178 e,3.86,14060.796999999999,0.0783,0.027378507,Neptune-like
TOI-178 f,7.72,14261.844,0.1039,0.04161533,Super Earth
TOI-178 g,3.94,17897.216,0.1275,0.056673512,Neptune-like
TOI-1807 b,2.57,8014.718,0.00812,0.0013689254,Super Earth
TOI-1820 b,731.4,79698.54,0.061,0.013415469,Gas Giant
TOI-1842 b,68.05199999999999,72707.44,0.1001,0.026283368,Gas Giant
TOI-1860 b,2.27,8346.01,0.0204,0.003011636,Super Earth
TOI-1899 b,209.88000000000002,80397.65,0.1587,0.07939767,Gas Giant
TOI-201 b,133.56,70470.288,0.3,0.14510609,Gas Giant
TOI-2025 b,1399.2,78090.587,0.092,0.02436687,Gas Giant
TOI-206 b,2.24,8282.300000000001,0.0112,0.0019164955,Super Earth
TOI-2076 b,6.89,15729.975,0.0682,0.028473647,Neptune-like
TOI-2076 c,12.0,21812.232,0.1093,0.057494868,Neptune-like
TOI-2076 d,10.5,20134.368,0.1539,0.09609856,Neptune-like
TOI-2081 b,4.82,12996.84,0.0752,0.028747434,Super Earth
TOI-2109 b,1596.36,94170.117,0.01791,0.0019164955,Gas Giant
TOI-2136 b,6.37,13952.49,0.057,0.02162902,Super Earth
TOI-2158 b,260.76,67114.56,0.075,0.023545519,Gas Giant
TOI-216.01,178.08,62989.811,0.2069,0.09445585,Gas Giant
TOI-216.02,18.75188,49916.454,0.1293,0.047091037,Neptune-like
TOI-2180 b,876.0899999999999,70610.11,0.828,0.71403146,Gas Giant
TOI-2193 A b,298.91999999999996,123742.47,0.03319,0.0057494864,Gas Giant
TOI-2196 b,26.0,21882.143,0.02234,0.003285421,Neptune-like
TOI-2202 b,311.004,70610.11,0.09564,0.032580424,Gas Giant
TOI-2202 c,117.342,83194.09,0.15544,0.06762492,Gas Giant
TOI-2207 b,203.52,69561.44499999999,0.0854,0.021902807,Gas Giant
TOI-220 b,13.8,18875.97,0.08911,0.029295003,Neptune-like
TOI-2236 b,502.44,89625.902,0.05009,0.009582478,Gas Giant
